BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE
Brokered by RE/MAX City Square,Multi-family home for sale,890000,6,5,2184.207862,2401 Walton Ave,"Bronx, NY 10468"
Brokered by BERGEN BASIN REALTY,House for sale,949000,4,2,2172,2430 E 71st St,"Brooklyn, NY 11234"
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2800000,2,2,2184.207862,23 E 74th St Apt 14F,"New York, NY 10021"
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,699000,1,1,2184.207862,235 W 70th St Apt 3E,"New York, NY 10023"
Brokered by Corcoran Brooklyn Heights,Pending,225000,3,1,2184.207862,100 Remsen St Apt 1E,"Brooklyn, NY 11201"
Brokered by Coldwell Banker Warburg,Co-op for sale,4995000,3,4,2184.207862,3 E 71st St Units 7 & 8C,"New York, NY 10021"
Brokered by COMPASS,Condo for sale,2800000,3,3,3341,429 Kent Ave Unit L65,"Brooklyn, NY 11249"
Brokered by COMPASS,Townhouse for sale,4100000,5,3,2184.207862,1390 Lexington Ave,"Manhattan, NY 10128"
Brokered by E Realty International Corp,Condo for sale,725000,2,2,800,91-23 Corona Ave Unit 4F,"Elmhurst, NY 11373"
Brokered by Boroughs Realty Llc,Co-op for sale,349999,2,1,873,3235 Emmons Ave Apt 721,"Brooklyn, NY 11235"
Brokered by Corcoran Westside Columbus,Co-op for sale,280000,2,1,1050,3000 Valentine Ave Apt 3B,"Bronx, NY 10458"
Brokered by Expert Homes Ny,Multi-family home for sale,689000,4,2,2184.207862,Paulding Ave and E 228th St,"Bronx, NY 10466"
Brokered by Winzone Realty Inc,Condo for sale,595000,2,2,739,71-66 Parsons Blvd Unit 7F,"Flushing, NY 11365"
Brokered by COMPASS,Multi-family home for sale,3200000,6,2.373860858,4360,413 W 145th St Unit 2FAMILY,"Manhattan, NY 10031"
Brokered by COMPASS,Townhouse for sale,15990000,8,8,6000,175-177 E 78th St,"Manhattan, NY 10075"
Brokered by Corcoran West Side,Condo for sale,2350000,2,2,1428,88 Lexington Ave Apt 1602,"New York, NY 10016"
Brokered by Alexander Madison Realty Inc,Co-op for sale,369000,1,1,2184.207862,18-05 215th St Unit 16C,"Bayside, NY 11360"
"Brokered by Nest Seekers International, Tribeca",Condo for sale,705000,1,1,631,30-05 Vernon Blvd Unit 3E,"Queens, NY 11102"
Brokered by United Real Estate Fortune,Townhouse for sale,599999,3,2,1800,23 Tony Ct,"Staten Island, NY 10305"
Brokered by Block & Lot Real Estate SVC,Co-op for sale,488888,2,2,2184.207862,42-65 Kissena Blvd Unit 131,"Flushing, NY 11355"
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,600000,2,2,2184.207862,1825 Madison Ave Apt 5F,"Manhattan, NY 10035"
Brokered by EXIT ALL SEASONS REALTY,Condo for sale,1300000,2,2,1125,163 Taaffe Pl Apt 4,"Brooklyn, NY 11205"
Brokered by MCVEY JOAN M,Pending,925000,4,4,1672,481 Genesee Ave,"Staten Island, NY 10312"
Brokered by Keller Williams NYC,Condo for sale,1675000,2,2,1294,340 E 64th St Apt 8R,"New York, NY 10065"
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,499998,3,3,2184.207862,1102 Harding Park,"Bronx, NY 10473"
Brokered by COMPASS,Condo for sale,1395000,2,2,1065,5-49 Borden Ave Unit 8G,"Queens, NY 11101"
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,1450000,1,2,1100,4 Lexington Ave Apt 8B,"New York, NY 10010"
Brokered by RE/MAX Team,Multi-family home for sale,1488000,5,3,1920,48-44 65th Pl,"Woodside, NY 11377"
Brokered by COMPASS,Co-op for sale,439000,3,1,2184.207862,2 Tudor City Pl Apt 10MS,"Manhattan, NY 10017"
Brokered by Taranto Realty,House for sale,674999,3,2,1310,120 College Ave,"Staten Island, NY 10314"
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3950000,3,2,2184.207862,684 Broadway Apt 10E,"New York, NY 10012"
Brokered by MCVEY JOAN M,Pending,925000,4,4,1672,481 Genesee Ave,"Staten Island, NY 10312"
Brokered by Charles H. Greenthal Property,Co-op for sale,329000,1,1,681,27110 Grand Central Pkwy Apt 6J,"Floral Park, NY 11005"
Brokered by EXIT ALL SEASONS REALTY,Condo for sale,1300000,2,2,1125,163 Taaffe Pl Apt 4,"Brooklyn, NY 11205"
Brokered by Radiant Estates LLC,House for sale,685000,3,2,1100,5197 Amboy Rd,"Staten Island, NY 10312"
Brokered by New Concept Sheiks Realty Inc.,House for sale,589000,3,2,1785,1524 Harding Park,"Bronx, NY 10473"
Brokered by Keller Williams NYC,Co-op for sale,599000,3,1,2184.207862,15 W 84th St Apt 1J,"New York, NY 10024"
Brokered by Sold By Bart R E Partners Inc,Multi-family home for sale,1325000,4,2,2184.207862,68-15 Eliot Ave,"Middle Village, NY 11379"
Brokered by Corcoran East Side,Condo for sale,2495000,1,2,1218,421 Hudson St Apt 807,"New York, NY 10014"
Brokered by 5 Boro Realty Corp,House for sale,1299999,6,2.373860858,2068,32 E 55th St,"Brooklyn, NY 11203"
Brokered by Citadel Circle Realty,Multi-family home for sale,1050000,6,4,2134,1470 Royce St,"Brooklyn, NY 11234"
Brokered by Excell Choice Realty,House for sale,799000,3,1,2184.207862,1278 Schenectady Ave,"Brooklyn, NY 11203"
Brokered by EVERGREEN REALTY & INVESTMENTS,Multi-family home for sale,31500000,3,2.373860858,65535,467 Keap St,"Brooklyn, NY 11211"
Brokered by Charles H. Greenthal Property,Pending,399000,1,2,1341,26910 Grand Central Pkwy Apt 2V,"Floral Park, NY 11005"
Brokered by Sany Realty Group Llc,Condo for sale,399000,1,1,771,152-72 Melbourne Ave Unit Le,"Flushing, NY 11367"
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,1095000,2,2,1200,50 Pine St Apt 12S,"New York, NY 10005"
Brokered by Corcoran East Side,Condo for sale,14950000,4,4,4017,180 E 88th St Apt 46,"New York, NY 10128"
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,1195000,1,1,600,222 W 14th St Apt 10A,"New York, NY 10011"
Brokered by Accomplish Realty Llc,Co-op for sale,300000,3,1,2184.207862,90-11 35 Ave Unit 4L,"Jackson Heights, NY 11372"
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,565000,1,1,2184.207862,433 E 56th St Apt 8E,"New York, NY 10022"
"Brokered by Nest Seekers International, Midtown",Condo for sale,649000,3,2.373860858,2184.207862,220 E 60th St Ph G,"New York, NY 10022"
Brokered by EXIT REALTY PROFESSIONALS,Condo for sale,815000,3,2,1039,168 Avenue P Apt 8A,"Brooklyn, NY 11204"
Brokered by Realty Central,Multi-family home for sale,1250000,5,5,2184.207862,60-66 Catalpa Ave,"Ridgewood, NY 11385"
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,3900000,2,2,1700,641 Fifth Ave Unit 30F,"New York, NY 10022"
Brokered by Corcoran Park Avenue South,Condo for sale,795000,2,1,759,215 E 80th St Apt 4F,"New York, NY 10075"
Brokered by Keller Williams Rlty Landmark,House for sale,970000,4,2,2185,116-20 132nd St,"South Ozone Park, NY 11420"
Brokered by Ashford Homes LLC,Co-op for sale,478000,1,1,750,145 72nd St Apt A11,"Brooklyn, NY 11209"
Brokered by BESMATCH REAL ESTATE,Multi-family home for sale,999000,8,3,3786,1118 Jackson Ave,"Bronx, NY 10456"
Brokered by Wilk Real Estate I Llc,House for sale,2499000,2,2,1471,234 E 70th St Apt 4,"New York, NY 10021"
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,460000,3,1,426,225 E 46th St Apt 4F,"New York, NY 10017"
Brokered by Schmidt Realty Inc.,Contingent,669000,3,2,2115,323 Getz Ave,"Staten Island, NY 10312"
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,6900000,3,4,2184.207862,983 Park Ave # 5B,"New York, NY 10028"
Brokered by Keller Williams Realty NYC Grp,House for sale,499000,2,1,992,4219 DE Reimer Ave Unit A,"Bronx, NY 10466"
Brokered by Douglas Elliman - 936 Broadway,Pending,1250000,2,2,2184.207862,13 W 13th St Apt 1AS,"New York, NY 10011"
Brokered by Sungold Realty Corp,House for sale,1000000,8,3,2184.207862,3560 Carlisle Pl Unit 2,"Bronx, NY 10467"
Brokered by TOP NEST INC,Condo for sale,534900,1,1,654,2517 Voorhies Ave Unit 1H,"Brooklyn, NY 11235"
Brokered by 5 Boro Realty Corp,Multi-family home for sale,1175000,6,3,2184.207862,1147 E 89th St,"Brooklyn, NY 11236"
Brokered by Higgins Realty Group Llc,Multi-family home for sale,865000,5,3,1720,595 E 84th St,"Brooklyn, NY 11236"
Brokered by Corcoran Williamsburg Bedford,Condo for sale,1249000,4,2,1605,148-09 Northern Blvd Apt 4A,"Queens, NY 11354"
Brokered by Corcoran Park Slope,Pending,1500000,3,2,2184.207862,95 Pierrepont St # 1CD,"Brooklyn, NY 11201"
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,10750000,8,9,7327,141-143 E 63rd St,"New York, NY 10065"
Brokered by Weichert Realtors TMT Group,Co-op for sale,495000,2,2,800,92-30 56 Ave Unit 1N,"Elmhurst, NY 11373"
Brokered by Douglas Elliman - Bayside,Co-op for sale,249000,3,1,2184.207862,74-02 43rd Ave Unit 6M,"Elmhurst, NY 11373"
Brokered by Prime Realty,Co-op for sale,319000,1,1,2184.207862,98-120 Queens Blvd Unit 3F,"Rego Park, NY 11374"
Brokered by Goldstone N Y Realty Llc,Co-op for sale,338000,1,1,800,99-52 66 Rd Unit 11U,"Rego Park, NY 11374"
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,1095000,3,2,2184.207862,80 Gold St Apt 3B,"Manhattan, NY 10038"
Brokered by Roz Khan,Condo for sale,625000,1,1,2184.207862,14-40 31 Ave Unit 2R,"Astoria, NY 11106"
Brokered by Corcoran Park Slope,Condo for sale,1650000,2,2,1168,162 S Portland Ave Unit 2,"Brooklyn, NY 11217"
Brokered by COMPASS,Condo for sale,1575000,1,2,1494,30 Main St Apt 4D,"Brooklyn, NY 11201"
Brokered by Douglas Elliman - Roslyn,Condo for sale,459000,3,1,489,138-35 Elder Ave Unit 4DA,"Flushing, NY 11355"
Brokered by Corcoran East Side,Co-op for sale,6300000,2,2,2184.207862,825 Fifth Ave Apt 12C,"New York, NY 10065"
Brokered by COMPASS,Co-op for sale,375000,2,1,2184.207862,5900 Arlington Ave Apt 10H,"Bronx, NY 10471"
Brokered by COMPASS,Co-op for sale,749000,2,1,2184.207862,314 E 41st St Apt 702B,"Manhattan, NY 10017"
Brokered by CENTURY 21 Professional Realty,Co-op for sale,410000,2,1,2184.207862,84-51 Beverly Rd Unit 5S,"Kew Gardens, NY 11415"
Brokered by COMPASS,Co-op for sale,8100000,5,4,4000,1010 5th Ave Unit 6A,"Manhattan, NY 10028"
Brokered by Oxford Property Group,Multi-family home for sale,2200000,6,4,3240,422 Jefferson St,"Brooklyn, NY 11237"
Brokered by COMPASS,Co-op for sale,399000,1,1,681,138 71st St Apt A14,"Brooklyn, NY 11209"
Brokered by AHS AUDIT HOME SOLUTIONS,Pending,549000,6,4,2184.207862,40-45 95 St,"Elmhurst, NY 11373"
Brokered by Beaudoin Realty Group Inc,Co-op for sale,625000,2,1,1025,73-12 35 Ave Unit C25,"Jackson Heights, NY 11372"
Brokered by COMPASS,Pending,700000,2,2,1110,1769 E 13th St Apt 6B,"Brooklyn, NY 11229"
Brokered by Elegran Real Estate And Development,Contingent,495000,1,1,2184.207862,173 E 74th St Apt 3B,"New York, NY 10021"
Brokered by Corcoran Brooklyn Heights,Multi-family home for sale,1399995,6,5,2184.207862,29 Thomas S Boyland St,"Brooklyn, NY 11233"
Brokered by RE MAX Edge,Co-op for sale,375000,1,1,920,9707 4th Ave Apt 3D,"Brooklyn, NY 11209"
Brokered by Realty Connect Usa L I Inc,Co-op for sale,270000,1,1,2184.207862,37-50 87th St Unit 4A,"Jackson Heights, NY 11372"
Brokered by Momentum Real Estate Llc,Condo for sale,389990,2,1,886,100 Colfax Ave Apt 7U,"Staten Island, NY 10306"
Brokered by Re/Max In The City,Multi-family home for sale,1700000,3,2.373860858,2484,1991 Crotona Ave,"Bronx, NY 10457"
Brokered by NYC Empire Realty Inc.,House for sale,700000,4,2,1890,919 E 224th St,"Bronx, NY 10466"
Brokered by Corcoran East Side,Co-op for sale,2695000,4,2,2184.207862,251 W 95th St Apt 5W,"New York, NY 10025"
Brokered by Jessica Viola,Townhouse for sale,499000,3,2,1332,633 Goethals Rd N,"Staten Island, NY 10314"
Brokered by Century 21 Bay Benjamin,Condo for sale,375000,3,1,500,2 Bay Club Dr Apt 14R,"Bayside, NY 11360"
Brokered by COMPASS,Condo for sale,8950000,3,4,2367,212 W 18th St Apt 17A,"Manhattan, NY 10011"
Brokered by COMPASS,Co-op for sale,559000,2,1,2184.207862,4523 Broadway Apt 7C,"Manhattan, NY 10040"
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,3995000,3,3,1856,230 W 56th St Apt 65B,"New York, NY 10019"
Brokered by BHHS New York Properties,Co-op for sale,695000,2,2,1800,303 E 57th St Apt 29E,"New York, NY 10022"
Brokered by BESMATCH REAL ESTATE,Multi-family home for sale,715000,4,2,2052,3935 Monticello Ave,"Bronx, NY 10466"
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,929888,3,2,1070,86-22 259th St,"Floral Park, NY 11001"
Brokered by New Group Realty Inc,House for sale,948000,3,2,1368,30-41 86th St,"East Elmhurst, NY 11369"
Brokered by Astor Brokerage Ltd,House for sale,999000,4,2,2184.207862,144-13 75th Ave,"Flushing, NY 11367"
Brokered by Corcoran Williamsburg Bedford,Multi-family home for sale,2499000,12,6,2184.207862,755 Coney Island Ave,"Brooklyn, NY 11218"
Brokered by Keller Williams Realty Group,Multi-family home for sale,1025000,7,2,2400,1091 Pierce Ave,"Bronx, NY 10461"
Brokered by Elite Real Estate Group 1 Llc,Multi-family home for sale,4195000,6,17,12733,2245 Creston Ave,"Bronx, NY 10453"
Brokered by Mp Power Realty,Co-op for sale,167999,1,1,2184.207862,3121 Middletown Rd Apt 6B,"Bronx, NY 10461"
Brokered by Corcoran Westside Columbus,Pending,250000,3,1,246,188 E 75th St Apt 1B,"New York, NY 10021"
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1345000,1,2,1010,170 E End Ave Apt 3K,"New York, NY 10128"
Brokered by R A S Equity Partners,House for sale,634999,4,2,1732,4609 Richardson Ave,"Bronx, NY 10470"
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1675000,2,2,1150,315 W 23rd St Apt 9D,"New York, NY 10011"
Brokered by COMPASS,Co-op for sale,410000,1,1,2184.207862,255 W 108th St Apt 2E,"Manhattan, NY 10025"
Brokered by Brown Harris Stevens,Condo for sale,3550000,4,4,2120,543 W 122nd St Apt 21A,"Manhattan, NY 10027"
Brokered by Level,Co-op for sale,900000,1,1,2184.207862,401 E 86th St Apt 10E,"New York, NY 10028"
Brokered by COMPASS,Condo for sale,5500000,4,4,2670,306 Mott St Apt 9,"Manhattan, NY 10012"
Brokered by Exp Realty,Multi-family home for sale,600000,6,2,1634,1622 Adams St,"Bronx, NY 10460"
"Brokered by BEN BAY REALTY, CO.",Multi-family home for sale,2599000,8,2.373860858,3120,158 Bay 29th St,"Brooklyn, NY 11214"
Brokered by Contact Realty Ii Corp,Co-op for sale,288000,1,1,2184.207862,69-11 Yellowstone Blvd Unit A36,"Forest Hills, NY 11375"
"Brokered by Nest Seekers International, Midtown",Condo for sale,2750000,2,2,1856,323 E 79th St Apt 3,"New York, NY 10075"
Brokered by Brown Harris Stevens,Co-op for sale,750000,2,1,920,330 Third Ave Unit 9G,"Manhattan, NY 10010"
Brokered by COMPASS,Co-op for sale,2150000,3,2,1800,960 Park Ave Unit 1B,"Manhattan, NY 10028"
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,3995000,1,2,1560,23 E 22nd St # 11B,"New York, NY 10010"
Brokered by Century Homes Realty Group LLC,House for sale,1398000,4,2.373860858,2184.207862,28-26 160th St,"Flushing, NY 11358"
Brokered by Corcoran Brooklyn Heights,Condo for sale,849000,2,2,937,733 Ocean Pkwy # 7C,"Brooklyn, NY 11230"
Brokered by Corcoran Westside Columbus,Condo for sale,995000,1,1,971,856 Washington Ave Apt 6C,"Brooklyn, NY 11238"
Brokered by COMPASS,Co-op for sale,899000,2,1,940,401 E 74th St Apt 12M,"Manhattan, NY 10021"
Brokered by Diamond Real Inc,Co-op for sale,519000,2,1,1100,2 W End Ave Unit L4,"Brooklyn, NY 11235"
Brokered by Diamond Real Inc,Co-op for sale,519000,2,1,1100,2 W End Ave Unit L4,"Brooklyn, NY 11235"
Brokered by Corcoran Westside Columbus,Condo for sale,995000,1,1,971,856 Washington Ave Apt 6C,"Brooklyn, NY 11238"
Brokered by Corcoran Williamsburg Bedford,Co-op for sale,659000,1,1,860,118 E 60th St Apt 11E,"New York, NY 10022"
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,15000000,2,2,2625,432 Park Ave Apt 84A,"New York, NY 10022"
Brokered by Exp Realty,Multi-family home for sale,1080000,5,2,2570,1110 Clarence Ave,"Bronx, NY 10465"
Brokered by City Connections Realty,Contingent,599000,1,1,578,20 West St Apt 15F,"New York, NY 10004"
Brokered by COMPASS,Condo for sale,1195000,1,2,1330,214 N 11th St Apt 1B,"Brooklyn, NY 11211"
Brokered by COMPASS,Co-op for sale,1059000,2,2,2184.207862,334 W 87th St Apt 7B,"Manhattan, NY 10024"
Brokered by Renken Realty LLC,Multi-family home for sale,1200000,9,2.373860858,2184.207862,12 Hancock St,"Bedford Stuyvesant, NY 11216"
Brokered by COMPASS,Condo for sale,24500000,4,6,5427,838 5th Ave Fl 6,"Manhattan, NY 10065"
"Brokered by MAXIMILLION REALTY, INC.",Condo for sale,490000,1,1,730,501 Surf Ave Apt 2N,"Brooklyn, NY 11224"
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,580000,1,1,712,245 E 72nd St Apt 4E,"Manhattan, NY 10021"
Brokered by Weichert Realtors Evolution Group,Townhouse for sale,465000,3,2,1365,40 Post Ln,"Staten Island, NY 10303"
Brokered by Douglas Elliman - 1995 Broadway,Condo for sale,499500,3,1,2184.207862,401 E 60th St Apt 5P,"New York, NY 10022"
Brokered by Homefinders of SI Inc.,Land for sale,225000,3,2.373860858,2184.207862,229 Mosely Ave,"Staten Island, NY 10312"
Brokered by Brown Harris Stevens,Condo for sale,7995000,4,4,2697,111 Murray St Apt 30W,"Manhattan, NY 10007"
Brokered by City Connections Realty,Condo for sale,529000,3,1,367,1 Wall Street Ct Apt 1406,"New York, NY 10005"
Brokered by Douglas Elliman - 280 Metropolitan,Co-op for sale,378023,3,1,2184.207862,301 E 22nd St Apt 2G,"New York, NY 10010"
Brokered by Brown Harris Stevens,Co-op for sale,309000,2,1,2184.207862,3935 Blackstone Ave Apt 3F,"Bronx, NY 10471"
"Brokered by OneKey MLS LLC - Foxworth Realty, Inc.",Co-op for sale,295500,1,1,2184.207862,3015 Riverdale Ave Apt 2A,"New York, NY 10463"
Brokered by Corcoran SoHo,House for sale,21000000,3,2.373860858,2184.207862,93 Grand St,"New York, NY 10013"
Brokered by Vismith Realty LLC,House for sale,749000,3,2,1080,73 Westbrook Ave,"Staten Island, NY 10303"
Brokered by Weichert Properties,Condop for sale,1125000,3,1,2184.207862,7 Second Ave Unit 3C,"New York, NY 10003"
Brokered by COMPASS,Co-op for sale,795000,3,1,2184.207862,720 Greenwich St Apt 9G,"Manhattan, NY 10014"
Brokered by Keller Williams NYC,Co-op for sale,872500,1,1,2184.207862,32 Gramercy Park S Apt 8B,"New York, NY 10003"
Brokered by E Realty International Corp,Condo for sale,654250,2,1,702,91-23 Corona Ave Unit 7A,"Elmhurst, NY 11373"
Brokered by EXIT REALTY PREMIER,House for sale,749000,3,2.373860858,2002,631 Essex St,"Brooklyn, NY 11208"
Brokered by ACG REALTY NY LLC,Multi-family home for sale,699000,5,2.373860858,2090,723 E 211th St,"Bronx, NY 10467"
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1350000,1,2,822,2 River Ter Apt 3F,"New York, NY 10282"
Brokered by Corcoran Westside Columbus,Condo for sale,995000,1,1,971,856 Washington Ave Apt 6C,"Brooklyn, NY 11238"
Brokered by Bah Realty Group Llc,Co-op for sale,460000,2,1,2184.207862,7502 Austin St Apt 3A,"Forest Hills, NY 11375"
Brokered by COMPASS,Co-op for sale,899000,2,1,940,401 E 74th St Apt 12M,"Manhattan, NY 10021"
Brokered by Brown Harris Stevens,Townhouse for sale,10500000,7,10,7040,115-117 W 87th St Unit Townhouse,"Manhattan, NY 10024"
Brokered by Corcoran SoHo,House for sale,21000000,3,2.373860858,2184.207862,93 Grand St,"New York, NY 10013"
Brokered by Weichert Properties,Condop for sale,1125000,3,1,2184.207862,7 Second Ave Unit 3C,"New York, NY 10003"
"Brokered by Robert Defalco Realty, Inc.",House for sale,829999,3,2.373860858,1380,284 Corbin Ave,"Staten Island, NY 10308"
Brokered by COMPASS,Co-op for sale,1950000,2,2,1350,246 W End Ave Apt 6A,"Manhattan, NY 10023"
Brokered by Corcoran East Side,Co-op for sale,740000,2,2,800,609 Columbus Ave Apt 14C,"New York, NY 10024"
Brokered by E Realty International Corp,Condo for sale,654250,2,1,702,91-23 Corona Ave Unit 7A,"Elmhurst, NY 11373"
Brokered by COMPASS,Co-op for sale,795000,3,1,2184.207862,720 Greenwich St Apt 9G,"Manhattan, NY 10014"
Brokered by Keller Williams NYC,Co-op for sale,872500,1,1,2184.207862,32 Gramercy Park S Apt 8B,"New York, NY 10003"
Brokered by North East Queens Realty Corp,Condo for sale,518000,1,1,2184.207862,152-18 Union Tpke Ph B,"Flushing, NY 11367"
Brokered by BH Realty Group - Manhattan - Headquarters,Co-op for sale,500000,1,1,2184.207862,100 Suffolk St Unit 1DD,"New York, NY 10002"
Brokered by Corcoran East Side,Pending,1175000,3,1,1500,145 Central Park W Apt 1B,"New York, NY 10023"
Brokered by COMPASS,Co-op for sale,275000,2,1,815,800 Grand Concourse Apt Gms,"Bronx, NY 10451"
